t_s,P_ufv_pu,Q_ufv_pu,id_ufv_ref_pu,id_ufv_pu,iq_ufv_ref_pu,iq_ufv_pu,vd_ufv_pu,vq_ufv_pu,vd_rede_pu,vq_rede_pu,vbus2_pu,ang_g1_rad,pe_g1_pu,ang_g3_rad,pe_g3_pu
0.0007,-0.0279557770279653,-0.0580868008623539,0,0.0348221875878176,-1,-0.455855291454329,-0.0743979551841101,0.0563633886462548,-0.0829823649668208,0.045638205832945,0.0930863599932892,-1.30690297562097,0.573656009623142,-0.519349485834838,0.935833675464364
0.00075,-0.029921687196165,-0.0546415579443101,0,0.025785497180304,-1,-0.456455627230596,-0.0614313271167076,0.0576605792990911,-0.082062053775339,0.0472730161647241,0.0840262065405602,-1.28805364869678,0.605249467391115,-0.500501133868979,0.977096152420602
0.0008,-0.028612627618752,-0.0465234170858832,0,-0.0306567706011512,-1,-0.709028522615556,-0.0457497262517556,0.0531609865924718,-0.0457455800283104,0.0531561686985294,0.0699477876467049,-1.26920436520177,0.638220501817932,-0.481652933083215,1.01719012701956
0.00085,-0.0236863978161985,-0.0318232608625255,0,-0.0448229822899079,-1,-0.708274087994703,-0.0266400274630337,0.042470599148884,-0.0446739345472643,0.0540599291055752,0.0499993583916049,-1.25035512740101,0.673195861306875,-0.462804889140117,1.0565245354723
0.0009,-0.0210065964459114,-0.00680511401004196,0,-0.0589937242858624,-1,-0.707234772873176,-0.000740100966151095,0.0339561336348032,-0.043582695129577,0.0549434713871941,0.0338728150129155,-1.23150593730257,0.710449034273697,-0.443957007182177,1.09544708682714
0.00095,-0.0144982095976992,0.0267295101641086,0,-0.073163072168277,-1,-0.705909660181095,0.0280523077062248,0.0160501139507938,-0.0424722265817153,0.0558063287811024,0.0322323575245117,-1.21265679663767,0.749832267348988,-0.425109291831016,1.13422155726499
0.001,-0.00584972768277799,0.0701201934651033,0,-0.265079931321651,-1,-0.817829138823547,0.0594762533098099,-0.0102058041919297,0.0594708630734936,-0.0102048792564583,0.0601831671386964,-1.19380770684355,0.790763962918009,-0.406261747188051,1.17301501666383
0.00105,-6.49663950220179e-05,0.133784389819737,0,-0.28033857402841,-1,-0.812725140628782,0.102156334357543,-0.0424205459947619,0.0592694713745443,-0.0113160451716662,0.110316215168952,-1.17495866905104,0.832274017833894,-0.387414376837502,1.21189481162973
0.0011,-0.00226804011498033,0.20368230912552,0,-0.295478256189527,-1,-0.8073440842773,0.14714969080001,-0.0728079493077775,0.0590476398982181,-0.0124217284544252,0.163735092325137,-1.15610968407845,0.87310050611511,-0.368567183852315,1.25083403707753
0.00115,-0.00940024144769014,0.288530237638111,0,-0.310493982371096,-1,-0.801689065167845,0.198825278833505,-0.110325156268183,0.0588055335245139,-0.0135215510294635,0.226771434780099,-1.13726075243298,0.911823242809526,-0.34972017080335,1.28972335044739
0.0012,-0.0253842877101,0.372807554941415,0,-0.574058285448896,-1,-0.759608398584451,0.249133473768694,-0.145893071977238,0.249110895206273,-0.145879849924887,0.287931152485132,-1.11841187432004,0.947014624407089,-0.330873339771946,1.32838644705948
0.00125,-0.046919478955356,0.467301830736447,0,-0.586034992205674,-1,-0.750407104312756,0.303245431302463,-0.187149018721648,0.246765604475283,-0.149812900554413,0.355387329592151,-1.09956304966072,0.977386620898222,-0.312026692365876,1.36659643646994
0.0013,-0.0739392669249826,0.56895174665385,0,-0.597777165916487,-1,-0.741087237915626,0.358592639687309,-0.232590728873915,0.244376281984663,-0.153679541670096,0.426269145268212,-1.0807142781168,1.00191488806394,-0.293180229738597,1.40409072812662
0.00135,-0.105583301442725,0.675431811811335,0,-0.609285504798356,-1,-0.731654978753765,0.413478083733615,-0.280427722566329,0.241944813193837,-0.157479764075191,0.498259455277004,-1.06186555912233,1.01992597477833,-0.274333952611679,1.44058274252364
0.0014,-0.142673049287547,0.77115209145693,0,-0.836690221563224,-1,-0.640233317247456,0.462126788974751,-0.321290902511063,0.46208490717383,-0.321261784437976,0.561325767692187,-1.04301689192065,1.03114029611301,-0.255487861300303,1.475769623957
0.00145,-0.181858340814756,0.871935171009505,0,-0.844340178995106,-1,-0.630110220126377,0.51129268140852,-0.362757004637341,0.458182283647537,-0.326803596261803,0.625220628885057,-1.02416827560508,1.0356705970465,-0.236641955741747,1.50933603202603
0.0015,-0.221772628417554,0.976709090735318,0,-0.851747738029105,-1,-0.620060495544992,0.559124448988668,-0.404769982042031,0.454277470428303,-0.332210137472326,0.688402818582052,-1.00531970916174,1.03398173358016,-0.21779623552676,1.54095490497708
0.00155,-0.261066101632819,1.08479301281166,0,-0.858918603531994,-1,-0.61008856724237,0.605015027810461,-0.446323160876449,0.450373647886647,-0.337483589034184,0.74980661397116,-0.986471191512755,1.02682186145208,-0.198950699933781,1.57028670214776
0.0016,-0.306195752052671,1.18563718671758,0,-1.02000978135965,-1,-0.580741030461005,0.653510509420118,-0.479097060197402,0.6534512828232,-0.47905364040834,0.808134528449477,-0.967622721558162,1.0151371571716,-0.180105347965908,1.59697897104952
0.00165,-0.354230201094324,1.27780526645979,0,-1.02486453773112,-1,-0.57213003577112,0.704438139003498,-0.503513351462959,0.649393576628688,-0.484539938544976,0.86355639684587,-0.948774298215079,0.999982089635416,-0.161260178390489,1.62066811298845
0.0017,-0.39510966015528,1.37161223650269,0,-1.02951681531564,-1,-0.563715553726015,0.750275961724756,-0.530837317366264,0.645402628261001,-0.489843257425844,0.916604016045788,-0.929925920452846,0.982435462734913,-0.142415189781116,1.64098493755599
0.00175,-0.437430718729562,1.45653518560123,0,-1.03397350902213,-1,-0.555498767929095,0.796805002129304,-0.552399862636649,0.641481126988341,-0.494967608161926,0.966949899821728,-0.911077587323181,0.963529619599341,-0.123570380561739,1.65756505457586
0.0018,-0.479611821136236,1.53227145967034,0,-1.1126638233448,-1,-0.57848103908992,0.843101243606328,-0.570086947238042,0.843024834708848,-0.570035281183181,1.01501351576085,-0.892229297984665,0.944197016081715,-0.104725749052433,1.67006443086521
0.00185,-0.520498995052157,1.59882440387517,0,-1.11614175066741,-1,-0.571741802550692,0.88937115301322,-0.584052271235489,0.839562221340635,-0.575122917494207,1.061138214379,-0.873381051721177,0.925235403454583,-0.0858812935162993,1.67817963178184
0.0019,-0.551330916158802,1.66829312278597,0,-1.11944105717507,-1,-0.56525464693143,0.929133019818545,-0.603971699138871,0.836210357620167,-0.579985630458394,1.10520154013057,-0.854532847954227,0.907290482914095,-0.0670370122067919,1.68167146149677
0.00195,-0.582425590834857,1.72977627058422,0,-1.12256832507286,-1,-0.559018293001167,0.969060323606617,-0.620535894464425,0.832970876707765,-0.584628610560727,1.1476179169726,-0.835684686249366,0.890853294393692,-0.048192903414694,1.68039002626628
0.002,-0.612894288698236,1.78311914098929,0,-1.13565387922872,-1,-0.579802608592603,1.0085979944314,-0.634817681620387,1.00850658683197,-0.634760149124117,1.18854155819082,-0.816836566317128,0.876268771392916,-0.0293489655138779,1.67429877285017
